Name,CreatedBy,CreatedOn,Category,Description,AssetType,Manufacturer,ModelNumber,WarrantyGuarantorParts,WarrantyDurationParts,WarrantyGuarantorLabor,WarrantyDurationLabor,WarrantyDurationUnit,ExtSystem,ExtObject,ExtIdentifier,ReplacementCost,ExpectedLife,DurationUnit,WarrantyDescription,NominalLength,NominalWidth,NominalHeight,ModelReference,Shape,Size,Color,Finish,Grade,Material,Constituents,Features,AccessibilityPerformance,CodePerformance,SustainabilityPerformance,Area,Length,
Equip-A5080,bill.east@us.army.mil,2013-12-30T08:58:13,23-40 20 21 17: Paper Towel Dispensers: Disposal Units,Paper Towel Dispenser,Fixed,n/a,250-150000,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,d9079e83-98c0-4847-a08d-86b475140fb2-000e23bc,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-A5075,bill.east@us.army.mil,2013-12-30T08:58:13,23-40 20 21 34: Soap Holders: Dispensers,Soap Dispenser,Fixed,n/a,6A00-11,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,d9079e83-98c0-4847-a08d-86b475140fb2-000e297d,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-D8250,bill.east@us.army.mil,2013-12-30T08:58:13,23-40 70 11 14 11: Medical Equipment,Unit-Dental-Opera,Fixed,n/a,I.V. Cart,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,817e7bc4-9a76-41b6-a655-895d20817a6c-000e3483,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-D6000,bill.east@us.army.mil,2013-12-30T08:58:13,23-80 70: Lighting,Light-Dental,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4eb2de81-d10d-4112-88b5-6bf55cdb7081-000e4c80,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-D9060,bill.east@us.army.mil,2013-12-30T08:58:13,23-40 70 11 14 11: Medical Equipment,Prophylaxis Unit-Ultrasonic,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,3e320d0c-b4dc-4712-8298-6570b9115860-000e5065,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-D9622,bill.east@us.army.mil,2013-12-30T08:58:13,23-20 40 11 11 21: Inserts,Insert-Tray 380 x 355,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,0a5c2cdc-3e73-4a51-af87-05352c1c51cd-000e5d36,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Equip-D9890,bill.east@us.army.mil,2013-12-30T08:58:13,23-20 40 11 11 21: Inserts,Insert-Tray,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,0a5c2cdc-3e73-4a51-af87-05352c1c51cd-000e5e2c,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Fire Sprinkler,danielle.r.love@usace.army.mil,2013-12-30T08:58:13,23-65 70 17 11 24: Fire Fighting Sprinkler Heads,15 mm Pendent,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,4ec17585-c36e-4cc3-8301-61df48a06d7e-000c89c2,n/a,n/a,year,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W9,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Store Front with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,727f8716-c957-4187-b781-5c6e13efc5c3-00078f56,n/a,20,year,n/a,n/a,4028,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W7,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Store Front with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,727f8716-c957-4187-b781-5c6e13efc5c3-00078fc4,n/a,20,year,n/a,n/a,5844,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W6,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Store Front with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,727f8716-c957-4187-b781-5c6e13efc5c3-0007904c,n/a,20,year,n/a,n/a,3876,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W4,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Window Wall with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,727f8716-c957-4187-b781-5c6e13efc5c3-000790b0,n/a,20,year,n/a,n/a,1000,5000,n/a,rectangular,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W3,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Window Wall with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,d9f2282d-c97f-400d-b4f0-291c1369f2af-00079212,n/a,20,year,n/a,n/a,1000,4000,n/a,rectangular,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W13,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Window Wall with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,d9f2282d-c97f-400d-b4f0-291c1369f2af-0007924e,n/a,20,year,n/a,n/a,6805,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W10,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Window Wall with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,d9f2282d-c97f-400d-b4f0-291c1369f2af-000792aa,n/a,20,year,n/a,n/a,6805,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W11,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Window Wall with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,c1dad0fd-d66b-4e68-abb8-b5337b531422-00079310,n/a,20,year,n/a,n/a,4220,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W12,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Window Wall with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,c1dad0fd-d66b-4e68-abb8-b5337b531422-000793d5,n/a,20,year,n/a,n/a,4220,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W5,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Store Front with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,720e7659-a37f-44a9-ba9e-ddfbaea3c757-000796ed,n/a,20,year,n/a,n/a,3870,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W8,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Store Front with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.WallType,720e7659-a37f-44a9-ba9e-ddfbaea3c757-00079d71,n/a,20,year,n/a,n/a,7868,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Window Type W1,mariangelica.carrasquillo@usace.army.mil,2013-12-30T08:58:13,23-30 20 17 11: Fixed Windows,Aluminum Window Wall with Fixed Glass Panels,Fixed,n/a,n/a,n/a,n/a,n/a,n/a,year,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.FamilySymbol,aafda8f3-6109-4b7b-b717-efe8eaeedf8d-0003dc91,n/a,n/a,year,n/a,n/a,1000,1735,n/a,rectangular,n/a,n/a,n/a,n/a,n/a,Aluminum,n/a,n/a,n/a,n/a,n/a,n/a,
