Name,CreatedBy,CreatedOn,Category,SheetName,RowName,CoordinateXAxis,CoordinateYAxis,CoordinateZAxis,ExtSystem,ExtObject,ExtIdentifier,ClockwiseRotation,ElevationalRotation,YawRotation,,,,
1D06_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D06,-85.02625,133.80577,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D06_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D06,-78.12992,146.78478,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D07_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D07,-95.42651,133.80577,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D07_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D07,-85.43307,146.67323,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D08_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D08,-99.54068,114.51295,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D08_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D08,-89.54724,127.38189,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D09_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D09,-105.82677,133.80577,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D09_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D09,-95.83333,146.67323,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D10_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D10,-109.94094,114.51295,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D10_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D10,-99.94751,127.38189,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D11_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D11,-116.22703,133.80577,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D11_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D11,-106.2336,146.67323,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D12_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D12,-118.27428,114.51295,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D12_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D12,-110.34777,127.38189,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D13_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D13,-126.6273,133.80577,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D13_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D13,-116.63386,146.67323,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D14_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D14,-125.7874,121.04331,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D14_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D14,-118.6811,127.38189,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D15_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D15,-126.83071,114.51295,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D15_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D15,-118.6811,120.63648,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D16_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D16,-170.64633,126.08268,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D16_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D16,-132.99541,146.78478,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D17_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D17,-138.22441,130.43766,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D17_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D17,-132.99541,133.87795,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D18_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D18,-141.68635,121.4042,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D18_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D18,-132.99541,132.95079,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D19_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D19,-141.68635,114.51444,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D19_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D19,-132.99541,120.99738,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D20_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D20,-152.65748,114.51444,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D20_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D20,-142.09318,125.67585,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D21_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D21,-170.64633,114.51444,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D21_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D21,-153.0643,125.67585,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D22_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D22,-170.64633,93.86483,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D22_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D22,-157.75919,114.10761,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D23_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D23,-170.64633,82.29659,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D23_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D23,-153.0643,93.45801,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D24_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D24,-152.65748,82.29659,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D24_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D24,-142.09318,93.45801,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D25_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D25,-170.64633,61.18766,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D25_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D25,-133.05118,81.88976,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D26_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D26,-141.68635,74.09449,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D26_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D26,-133.05118,79.59318,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D27_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D27,-141.68635,80.90551,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D27_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D27,-133.05118,93.45801,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D28_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D28,-126.6273,61.29921,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D28_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D28,-116.74541,74.16667,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D30_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D30,-126.6273,80.59055,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D30_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D30,-119.521,93.45801,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D31_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D31,-119.11417,80.59055,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D31_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D31,-110.34777,93.45801,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D32_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D32,-116.33858,61.29921,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D32_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D32,-106.34514,74.16667,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D33_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D33,-109.94094,80.59055,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D33_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D33,-99.94751,93.45801,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D34_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D34,-105.93832,61.29921,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D34_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D34,-95.94488,74.16667,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D35_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D35,-99.54068,80.59055,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D35_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D35,-89.54724,93.45801,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D36_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D36,-95.53806,61.29921,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D36_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D36,-85.54462,74.16667,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D37_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D37,-89.14042,80.59055,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D37_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D37,-85.5643,86.87664,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D38_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D38,-85.1378,61.29921,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D38_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D38,-66.56824,74.16667,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D39_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D39,-89.14042,87.28346,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D39_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D39,-85.97113,93.45801,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D40_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1D40,-79.54724,74.57349,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1D40_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1D40,-66.56824,92.35564,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1DC5_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1DC5,-132.64436,82.2126,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1DC5_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1DC5,-127.03412,93.86483,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1DC6_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1DC6,-132.64436,55.16404,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1DC6_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1DC6,-127.03412,81.80577,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1DC7_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1DC7,-127.03412,74.57349,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1DC7_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1DC7,-73.4252,83.39895,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1DC8_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1DC8,-85.5643,80.19084,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1DC8_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1DC8,-79.95407,91.56824,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C12_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C12,-139.76378,174.75066,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C12_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C12,-132.99541,183.43176,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C13_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C13,-141.66667,147.1916,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C13_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C13,-132.99541,160.99081,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C14_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C14,-148.19554,174.75066,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C14_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C14,-140.1706,184.55709,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C15_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C15,-153.44488,147.1916,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C15_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C15,-142.07349,160.99081,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C16_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C16,-158.69423,174.75066,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C16_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C16,-148.60236,184.55709,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C17_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C17,-170.64633,147.1916,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C17_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C17,-160.20013,156.51575,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C18_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C18,-170.64633,147.1916,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C18_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C18,-132.99541,174.34383,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C19_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C19,-170.64633,174.75066,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C19_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C19,-159.10105,184.55709,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C11_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1C11,-126.6273,172.5178,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1C11_UpperRightLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-upperright,Space,1C11,-125.60368,178.19365,14.66535,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
1CS3_LowerLeft,danielle.r.love@usace.army.mil,2013-12-30T08:58:02,Box-lowerleft,Space,1CS3,-125.19685,165.09186,0,"Autodesk Revit 2014, Build: 20131024_2115(x64)",Autodesk.Revit.DB.XYZ,Autodesk.Revit.DB.XYZ,0,0,0,,,,
